"predict","car_ID","symboling","Brand","Model","fueltype","aspiration","doornumber","carbody","drivewheel","enginelocation","wheelbase","carlength","carwidth","carheight","curbweight","enginetype","cylindernumber","enginesize","fuelsystem","boreratio","stroke","compressionratio","horsepower","peakrpm","citympg","highwaympg","price"
5669.717778006143,"51",1,"mazda","rx3","gas","std",2,"hatchback","fwd","front",93.1,159.1,64.2,54.1,1890,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,30,31,5195.0
6109.957345163024,"52",1,"mazda","glc","gas","std",2,"hatchback","fwd","front",93.1,159.1,64.2,54.1,1900,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,31,38,6095.0
6109.957345163024,"53",1,"mazda","rx2","gas","std",2,"hatchback","fwd","front",93.1,159.1,64.2,54.1,1905,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,31,38,6795.0
6906.155827382154,"54",1,"mazda","rx","gas","std",4,"sedan","fwd","front",93.1,166.8,64.2,54.1,1945,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,31,38,6695.0
7105.148532131261,"55",1,"mazda","glc","gas","std",4,"sedan","fwd","front",93.1,166.8,64.2,54.1,1950,"ohc",4,91,"2bbl",3.08,3.15,9.0,68,5000,31,38,7395.0
12142.093845227308,"56",3,"mazda","626","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2380,"rotor",2,70,"4bbl",3.33,3.255,9.4,101,6000,17,23,10945.0
12142.093845227308,"57",3,"mazda","glc","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2380,"rotor",2,70,"4bbl",3.33,3.255,9.4,101,6000,17,23,11845.0
12445.820556500501,"58",3,"mazda","rx","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2385,"rotor",2,70,"4bbl",3.33,3.255,9.4,101,6000,17,23,13645.0
15040.406157353467,"59",3,"mazda","glc","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2500,"rotor",2,80,"mpfi",3.33,3.255,9.4,135,6000,16,23,15645.0
9801.757652857847,"60",1,"mazda","626","gas","std",2,"hatchback","fwd","front",98.8,177.8,66.5,53.7,2385,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,8845.0
9699.054866531438,"61",0,"mazda","glc","gas","std",4,"sedan","fwd","front",98.8,177.8,66.5,55.5,2410,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,8495.0
9801.757652857847,"62",1,"mazda","glc","gas","std",2,"hatchback","fwd","front",98.8,177.8,66.5,53.7,2385,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,10595.0
9699.054866531438,"63",0,"mazda","rx","gas","std",4,"sedan","fwd","front",98.8,177.8,66.5,55.5,2410,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,10245.0
10870.930256882257,"64",0,"mazda","glc","diesel","std",4,"sedan","fwd","front",98.8,177.8,66.5,55.5,2443,"ohc",4,122,"idi",3.39,3.39,22.7,64,4650,36,42,10795.0
10285.98283038432,"65",0,"mazda","626","gas","std",4,"hatchback","fwd","front",98.8,177.8,66.5,55.5,2425,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,11245.0
18158.317667940206,"66",0,"mazda","glc","gas","std",4,"sedan","rwd","front",104.9,175.0,66.1,54.4,2670,"ohc",4,140,"mpfi",3.76,3.16,8.0,120,5000,19,27,18280.0
18064.18248478467,"67",0,"mazda","rx","diesel","std",4,"sedan","rwd","front",104.9,175.0,66.1,54.4,2700,"ohc",4,134,"idi",3.43,3.64,22.0,72,4200,31,39,18344.0
27416.25713113839,"68",-1,"buick","electra","diesel","turbo",4,"sedan","rwd","front",110.0,190.9,70.3,56.5,3515,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,25552.0
27160.809150257654,"69",-1,"buick","century","diesel","turbo",4,"wagon","rwd","front",110.0,190.9,70.3,58.7,3750,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,28248.0
28406.53539804513,"70",0,"buick","century","diesel","turbo",2,"hardtop","rwd","front",106.7,187.5,70.3,54.9,3495,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,28176.0
30627.684037724084,"71",-1,"buick","skyhawk","diesel","turbo",4,"sedan","rwd","front",115.6,202.6,71.7,56.3,3770,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,31600.0
36011.355033793996,"72",-1,"buick","opel","gas","std",4,"sedan","rwd","front",115.6,202.6,71.7,56.5,3740,"ohcv",8,234,"mpfi",3.46,3.1,8.3,155,4750,16,18,34184.0
34953.905939379285,"73",3,"buick","skylark","gas","std",2,"convertible","rwd","front",96.6,180.3,70.5,50.8,3685,"ohcv",8,234,"mpfi",3.46,3.1,8.3,155,4750,16,18,35056.0
39343.48636189992,"74",0,"buick","century","gas","std",4,"sedan","rwd","front",120.9,208.1,71.7,56.7,3900,"ohcv",8,308,"mpfi",3.8,3.35,8.0,184,4500,14,16,40960.0
39538.72919408376,"75",1,"buick","regal","gas","std",2,"hardtop","rwd","front",112.0,199.2,72.0,55.4,3715,"ohcv",8,304,"mpfi",3.8,3.35,8.0,184,4500,14,16,45400.0
17120.84389094407,"76",1,"mercury","cougar","gas","turbo",2,"hatchback","rwd","front",102.7,178.4,68.0,54.8,2910,"ohc",4,140,"mpfi",3.78,3.12,8.0,175,5000,19,24,16503.0
5747.153406420297,"77",2,"mitsubishi","mirage","gas","std",2,"hatchback","fwd","front",93.7,157.3,64.4,50.8,1918,"ohc",4,92,"2bbl",2.97,3.23,9.4,68,5500,37,41,5389.0
6367.985483591485,"78",2,"mitsubishi","lancer","gas","std",2,"hatchback","fwd","front",93.7,157.3,64.4,50.8,1944,"ohc",4,92,"2bbl",2.97,3.23,9.4,68,5500,31,38,6189.0
6529.182352011132,"79",2,"mitsubishi","outlander","gas","std",2,"hatchback","fwd","front",93.7,157.3,64.4,50.8,2004,"ohc",4,92,"2bbl",2.97,3.23,9.4,68,5500,31,38,6669.0
7848.509776392526,"80",1,"mitsubishi","g4","gas","turbo",2,"hatchback","fwd","front",93.0,157.3,63.8,50.8,2145,"ohc",4,98,"spdi",3.03,3.39,7.6,102,5500,24,30,7689.0
9874.266281107015,"81",3,"mitsubishi","mirage","gas","turbo",2,"hatchback","fwd","front",96.3,173.0,65.4,49.4,2370,"ohc",4,110,"spdi",3.17,3.46,7.5,116,5500,23,30,9959.0
8323.041470625943,"82",3,"mitsubishi","g4","gas","std",2,"hatchback","fwd","front",96.3,173.0,65.4,49.4,2328,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,25,32,8499.0
13262.338869073934,"83",3,"mitsubishi","outlander","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2833,"ohc",4,156,"spdi",3.58,3.86,7.0,145,5000,19,24,12629.0
14216.654964902944,"84",3,"mitsubishi","g4","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2921,"ohc",4,156,"spdi",3.59,3.86,7.0,145,5000,19,24,14869.0
14216.654964902944,"85",3,"mitsubishi","mirage","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2926,"ohc",4,156,"spdi",3.59,3.86,7.0,145,5000,19,24,14489.0
7406.459275701589,"86",1,"mitsubishi","montero","gas","std",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2365,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,25,32,6989.0
7909.751432874746,"87",1,"mitsubishi","pajero","gas","std",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2405,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,25,32,8189.0
9439.556950488633,"88",1,"mitsubishi","outlander","gas","turbo",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2403,"ohc",4,110,"spdi",3.17,3.46,7.5,116,5500,23,30,9279.0
9434.901953616685,"89",-1,"mitsubishi","mirage","gas","std",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2403,"ohc",4,110,"spdi",3.17,3.46,7.5,116,5500,23,30,9279.0
6555.84492955128,"90",1,"nissan","versa","gas","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,1889,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,5499.0
7123.273999848909,"91",1,"nissan","gt","diesel","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,2017,"ohc",4,103,"idi",2.99,3.47,21.9,55,4800,45,50,7099.0
6576.6302379123335,"92",1,"nissan","rogue","gas","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,1918,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,6649.0
6786.769619354087,"93",1,"nissan","latio","gas","std",4,"sedan","fwd","front",94.5,165.3,63.8,54.5,1938,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,6849.0
7750.972527154761,"94",1,"nissan","titan","gas","std",4,"wagon","fwd","front",94.5,170.2,63.8,53.5,2024,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7349.0
6880.04490370028,"95",1,"nissan","leaf","gas","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,1951,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7299.0
7484.779040758538,"96",1,"nissan","juke","gas","std",2,"hatchback","fwd","front",94.5,165.6,63.8,53.3,2028,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7799.0
7027.521062859374,"97",1,"nissan","latio","gas","std",4,"sedan","fwd","front",94.5,165.3,63.8,54.5,1971,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7499.0
7802.73815406211,"98",1,"nissan","note","gas","std",4,"wagon","fwd","front",94.5,170.2,63.8,53.5,2037,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7999.0
8328.624928419518,"99",2,"nissan","clipper","gas","std",2,"hardtop","fwd","front",95.1,162.4,63.8,53.3,2008,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,8249.0
9217.329878070897,"100",0,"nissan","rogue","gas","std",4,"hatchback","fwd","front",97.2,173.4,65.2,54.7,2324,"ohc",4,120,"2bbl",3.33,3.47,8.5,97,5200,27,34,8949.0
9101.285864093847,"101",0,"nissan","nv200","gas","std",4,"sedan","fwd","front",97.2,173.4,65.2,54.7,2302,"ohc",4,120,"2bbl",3.33,3.47,8.5,97,5200,27,34,9549.0
13763.67311517293,"102",0,"nissan","dayz","gas","std",4,"sedan","fwd","front",100.4,181.7,66.5,55.1,3095,"ohcv",6,181,"mpfi",3.43,3.27,9.0,152,5200,17,22,13499.0
14051.062296548433,"103",0,"nissan","fuga","gas","std",4,"wagon","fwd","front",100.4,184.6,66.5,56.1,3296,"ohcv",6,181,"mpfi",3.43,3.27,9.0,152,5200,17,22,14399.0
14447.984162250108,"104",0,"nissan","otti","gas","std",4,"sedan","fwd","front",100.4,184.6,66.5,55.1,3060,"ohcv",6,181,"mpfi",3.43,3.27,9.0,152,5200,19,25,13499.0
17905.21627871091,"105",3,"nissan","teana","gas","std",2,"hatchback","rwd","front",91.3,170.7,67.9,49.7,3071,"ohcv",6,181,"mpfi",3.43,3.27,9.0,160,5200,19,25,17199.0
19426.201519885606,"106",3,"nissan","kicks","gas","turbo",2,"hatchback","rwd","front",91.3,170.7,67.9,49.7,3139,"ohcv",6,181,"mpfi",3.43,3.27,7.8,200,5200,17,23,19699.0
17455.006486573762,"107",1,"nissan","clipper","gas","std",2,"hatchback","rwd","front",99.2,178.5,67.9,49.7,3139,"ohcv",6,181,"mpfi",3.43,3.27,9.0,160,5200,19,25,18399.0
12941.116955199785,"108",0,"peugeot","504","gas","std",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3020,"l",4,120,"mpfi",3.46,3.19,8.4,97,5000,19,24,11900.0
15616.810906925744,"109",0,"peugeot","304","diesel","turbo",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3197,"l",4,152,"idi",3.7,3.52,21.0,95,4150,28,33,13200.0
14293.606763282365,"110",0,"peugeot","504","gas","std",4,"wagon","rwd","front",114.2,198.9,68.4,58.7,3230,"l",4,120,"mpfi",3.46,3.19,8.4,97,5000,19,24,12440.0
16152.321143546647,"111",0,"peugeot","504","diesel","turbo",4,"wagon","rwd","front",114.2,198.9,68.4,58.7,3430,"l",4,152,"idi",3.7,3.52,21.0,95,4150,25,25,13860.0
15992.234833279199,"112",0,"peugeot","504","gas","std",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3075,"l",4,120,"mpfi",3.46,2.19,8.4,95,5000,19,24,15580.0
16418.129737415857,"113",0,"peugeot","604sl","diesel","turbo",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3252,"l",4,152,"idi",3.7,3.52,21.0,95,4150,28,33,16900.0
15603.885420241899,"114",0,"peugeot","504","gas","std",4,"wagon","rwd","front",114.2,198.9,68.4,56.7,3285,"l",4,120,"mpfi",3.46,2.19,8.4,95,5000,19,24,16695.0
16152.321143546647,"115",0,"peugeot","505s","diesel","turbo",4,"wagon","rwd","front",114.2,198.9,68.4,58.7,3485,"l",4,152,"idi",3.7,3.52,21.0,95,4150,25,25,17075.0
15497.77914098794,"116",0,"peugeot","504","gas","std",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3075,"l",4,120,"mpfi",3.46,3.19,8.4,97,5000,19,24,16630.0
16418.129737415857,"117",0,"peugeot","504","diesel","turbo",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3252,"l",4,152,"idi",3.7,3.52,21.0,95,4150,28,33,17950.0
18120.180815616197,"118",0,"peugeot","604sl","gas","turbo",4,"sedan","rwd","front",108.0,186.7,68.3,56.0,3130,"l",4,134,"mpfi",3.61,3.21,7.0,142,5600,18,24,18150.0
5635.374375382013,"119",1,"plymouth","fury","gas","std",2,"hatchback","fwd","front",93.7,157.3,63.8,50.8,1918,"ohc",4,90,"2bbl",2.97,3.23,9.4,68,5500,37,41,5572.0
7827.9739525705045,"120",1,"plymouth","cricket","gas","turbo",2,"hatchback","fwd","front",93.7,157.3,63.8,50.8,2128,"ohc",4,98,"spdi",3.03,3.39,7.6,102,5500,24,30,7957.0
6400.355356224853,"121",1,"plymouth","fury","gas","std",4,"hatchback","fwd","front",93.7,157.3,63.8,50.6,1967,"ohc",4,90,"2bbl",2.97,3.23,9.4,68,5500,31,38,6229.0
7056.332914837676,"122",1,"plymouth","satellite","gas","std",4,"sedan","fwd","front",93.7,167.3,63.8,50.8,1989,"ohc",4,90,"2bbl",2.97,3.23,9.4,68,5500,31,38,6692.0
7353.60379446395,"123",1,"plymouth","fury","gas","std",4,"sedan","fwd","front",93.7,167.3,63.8,50.8,2191,"ohc",4,98,"2bbl",2.97,3.23,9.4,68,5500,31,38,7609.0
8912.887678185052,"124",-1,"plymouth","valiant","gas","std",4,"wagon","fwd","front",103.3,174.6,64.6,59.8,2535,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,24,30,8921.0
13304.887874045915,"125",3,"plymouth","duster","gas","turbo",2,"hatchback","rwd","front",95.9,173.2,66.3,50.2,2818,"ohc",4,156,"spdi",3.59,3.86,7.0,145,5000,19,24,12764.0
20834.84833411271,"126",3,"porsche","macan","gas","std",2,"hatchback","rwd","front",94.5,168.9,68.3,50.2,2778,"ohc",4,151,"mpfi",3.94,3.11,9.5,143,5500,19,27,22018.0
34016.701800742696,"127",3,"porsche","panamera","gas","std",2,"hardtop","rwd","rear",89.5,168.9,65.0,51.6,2756,"ohcf",6,194,"mpfi",3.74,2.9,9.5,207,5900,17,25,32528.0
34016.701800742696,"128",3,"porsche","cayenne","gas","std",2,"hardtop","rwd","rear",89.5,168.9,65.0,51.6,2756,"ohcf",6,194,"mpfi",3.74,2.9,9.5,207,5900,17,25,34028.0
35115.900084891866,"129",3,"porsche","boxter","gas","std",2,"convertible","rwd","rear",89.5,168.9,65.0,51.6,2800,"ohcf",6,194,"mpfi",3.74,2.9,9.5,207,5900,17,25,37028.0
33157.92335108812,"130",1,"porsche","cayenne","gas","std",2,"hatchback","rwd","front",98.4,175.7,72.3,50.5,3366,"dohcv",8,203,"mpfi",3.94,3.11,10.0,288,5750,17,28,31400.5
9280.044616141862,"131",0,"renault","12tl","gas","std",4,"wagon","fwd","front",96.1,181.5,66.5,55.2,2579,"ohc",4,132,"mpfi",3.46,3.9,8.7,90,5100,23,31,9295.0
9913.675114551133,"132",2,"renault","5","gas","std",2,"hatchback","fwd","front",96.1,176.8,66.6,50.5,2460,"ohc",4,132,"mpfi",3.46,3.9,8.7,90,5100,23,31,9895.0
12478.47671357686,"133",3,"saab","99e","gas","std",2,"hatchback","fwd","front",99.1,186.6,66.5,56.1,2658,"ohc",4,121,"mpfi",3.54,3.07,9.31,110,5250,21,28,11850.0
13037.692060866899,"134",2,"saab","99le","gas","std",4,"sedan","fwd","front",99.1,186.6,66.5,56.1,2695,"ohc",4,121,"mpfi",3.54,3.07,9.3,110,5250,21,28,12170.0
14396.640503802842,"135",3,"saab","99le","gas","std",2,"hatchback","fwd","front",99.1,186.6,66.5,56.1,2707,"ohc",4,121,"mpfi",2.54,2.07,9.3,110,5250,21,28,15040.0
14441.293666282243,"136",2,"saab","99gle","gas","std",4,"sedan","fwd","front",99.1,186.6,66.5,56.1,2758,"ohc",4,121,"mpfi",3.54,3.07,9.3,110,5250,21,28,15510.0
