"predict","car_ID","symboling","Brand","Model","fueltype","aspiration","doornumber","carbody","drivewheel","enginelocation","wheelbase","carlength","carwidth","carheight","curbweight","enginetype","cylindernumber","enginesize","fuelsystem","boreratio","stroke","compressionratio","horsepower","peakrpm","citympg","highwaympg","price"
13245.000034490175,"30",3,"dodge","coronet","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2811,"ohc",4,156,"mfi",3.6,3.9,7.0,145,5000,19,24,12964.0
6074.7727389126485,"31",2,"honda","civic","gas","std",2,"hatchback","fwd","front",86.6,144.6,63.9,50.8,1713,"ohc",4,92,"1bbl",2.91,3.41,9.6,58,4800,49,54,6479.0
6613.656845071859,"32",2,"honda","civic","gas","std",2,"hatchback","fwd","front",86.6,144.6,63.9,50.8,1819,"ohc",4,92,"1bbl",2.91,3.41,9.2,76,6000,31,38,6855.0
5991.376071909017,"33",1,"honda","civic","gas","std",2,"hatchback","fwd","front",93.7,150.0,64.0,52.6,1837,"ohc",4,79,"1bbl",2.91,3.07,10.1,60,5500,38,42,5399.0
6646.6567172795,"34",1,"honda","accord","gas","std",2,"hatchback","fwd","front",93.7,150.0,64.0,52.6,1940,"ohc",4,92,"1bbl",2.91,3.41,9.2,76,6000,30,34,6529.0
6767.677949884481,"35",1,"honda","civic","gas","std",2,"hatchback","fwd","front",93.7,150.0,64.0,52.6,1956,"ohc",4,92,"1bbl",2.91,3.41,9.2,76,6000,30,34,7129.0
7523.585378029889,"36",0,"honda","accord","gas","std",4,"sedan","fwd","front",96.5,163.4,64.0,54.5,2010,"ohc",4,92,"1bbl",2.91,3.41,9.2,76,6000,30,34,7295.0
7326.998035052366,"37",0,"honda","civic","gas","std",4,"wagon","fwd","front",96.5,157.1,63.9,58.3,2024,"ohc",4,92,"1bbl",2.92,3.41,9.2,76,6000,30,34,7295.0
8663.84431312377,"38",0,"honda","accord","gas","std",2,"hatchback","fwd","front",96.5,167.5,65.2,53.3,2236,"ohc",4,110,"1bbl",3.15,3.58,9.0,86,5800,27,33,7895.0
8759.894766309804,"39",0,"honda","civic","gas","std",2,"hatchback","fwd","front",96.5,167.5,65.2,53.3,2289,"ohc",4,110,"1bbl",3.15,3.58,9.0,86,5800,27,33,9095.0
9084.736917117185,"40",0,"honda","prelude","gas","std",4,"sedan","fwd","front",96.5,175.4,65.2,54.1,2304,"ohc",4,110,"1bbl",3.15,3.58,9.0,86,5800,27,33,8845.0
9764.452811816282,"41",0,"honda","accord","gas","std",4,"sedan","fwd","front",96.5,175.4,62.5,54.1,2372,"ohc",4,110,"1bbl",3.15,3.58,9.0,86,5800,27,33,10295.0
12552.856807576067,"42",0,"honda","civic","gas","std",4,"sedan","fwd","front",96.5,175.4,65.2,54.1,2465,"ohc",4,110,"mpfi",3.15,3.58,9.0,101,5800,24,28,12945.0
9692.495371678418,"43",1,"honda","civic","gas","std",2,"sedan","fwd","front",96.5,169.1,66.0,51.0,2293,"ohc",4,110,"2bbl",3.15,3.58,9.1,100,5500,25,31,10345.0
7440.002702215261,"44",0,"isuzu","MU","gas","std",4,"sedan","rwd","front",94.3,170.7,61.8,53.5,2337,"ohc",4,111,"2bbl",3.31,3.23,8.5,78,4800,24,29,6785.0
7550.748134830541,"45",1,"isuzu","D","gas","std",2,"sedan","fwd","front",94.5,155.9,63.6,52.0,1874,"ohc",4,90,"2bbl",3.03,3.11,9.6,70,5400,38,43,8916.5
7571.231320717878,"46",0,"isuzu","D","gas","std",4,"sedan","fwd","front",94.5,155.9,63.6,52.0,1909,"ohc",4,90,"2bbl",3.03,3.11,9.6,70,5400,38,43,8916.5
11183.50517723853,"47",2,"isuzu","D","gas","std",2,"hatchback","rwd","front",96.0,172.6,65.2,51.4,2734,"ohc",4,119,"spfi",3.43,3.23,9.2,90,5000,24,29,11048.0
34355.0917533576,"48",0,"jaguar","xj","gas","std",4,"sedan","rwd","front",113.0,199.6,69.6,52.8,4066,"dohc",6,258,"mpfi",3.63,4.17,8.1,176,4750,15,19,32250.0
34355.0917533576,"49",0,"jaguar","xf","gas","std",4,"sedan","rwd","front",113.0,199.6,69.6,52.8,4066,"dohc",6,258,"mpfi",3.63,4.17,8.1,176,4750,15,19,35550.0
36316.46774713094,"50",0,"jaguar","xk","gas","std",2,"sedan","rwd","front",102.0,191.7,70.6,47.8,3950,"ohcv",12,326,"mpfi",3.54,2.76,11.5,262,5000,13,17,36000.0
5954.966833570546,"51",1,"mazda","rx3","gas","std",2,"hatchback","fwd","front",93.1,159.1,64.2,54.1,1890,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,30,31,5195.0
6023.9800534039205,"52",1,"mazda","glc","gas","std",2,"hatchback","fwd","front",93.1,159.1,64.2,54.1,1900,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,31,38,6095.0
6023.9800534039205,"53",1,"mazda","rx2","gas","std",2,"hatchback","fwd","front",93.1,159.1,64.2,54.1,1905,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,31,38,6795.0
6840.878098586149,"54",1,"mazda","rx","gas","std",4,"sedan","fwd","front",93.1,166.8,64.2,54.1,1945,"ohc",4,91,"2bbl",3.03,3.15,9.0,68,5000,31,38,6695.0
6961.899331191129,"55",1,"mazda","glc","gas","std",4,"sedan","fwd","front",93.1,166.8,64.2,54.1,1950,"ohc",4,91,"2bbl",3.08,3.15,9.0,68,5000,31,38,7395.0
12349.669151404447,"56",3,"mazda","626","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2380,"rotor",2,70,"4bbl",3.33,3.255,9.4,101,6000,17,23,10945.0
12349.669151404447,"57",3,"mazda","glc","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2380,"rotor",2,70,"4bbl",3.33,3.255,9.4,101,6000,17,23,11845.0
12571.15384302432,"58",3,"mazda","rx","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2385,"rotor",2,70,"4bbl",3.33,3.255,9.4,101,6000,17,23,13645.0
14566.879572251386,"59",3,"mazda","glc","gas","std",2,"hatchback","rwd","front",95.3,169.0,65.7,49.6,2500,"rotor",2,80,"mpfi",3.33,3.255,9.4,135,6000,16,23,15645.0
9706.281409838743,"60",1,"mazda","626","gas","std",2,"hatchback","fwd","front",98.8,177.8,66.5,53.7,2385,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,8845.0
9644.076407292432,"61",0,"mazda","glc","gas","std",4,"sedan","fwd","front",98.8,177.8,66.5,55.5,2410,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,8495.0
9706.281409838743,"62",1,"mazda","glc","gas","std",2,"hatchback","fwd","front",98.8,177.8,66.5,53.7,2385,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,10595.0
9644.076407292432,"63",0,"mazda","rx","gas","std",4,"sedan","fwd","front",98.8,177.8,66.5,55.5,2410,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,10245.0
10920.923003056592,"64",0,"mazda","glc","diesel","std",4,"sedan","fwd","front",98.8,177.8,66.5,55.5,2443,"ohc",4,122,"idi",3.39,3.39,22.7,64,4650,36,42,10795.0
9934.780201771802,"65",0,"mazda","626","gas","std",4,"hatchback","fwd","front",98.8,177.8,66.5,55.5,2425,"ohc",4,122,"2bbl",3.39,3.39,8.6,84,4800,26,32,11245.0
17850.70352748925,"66",0,"mazda","glc","gas","std",4,"sedan","rwd","front",104.9,175.0,66.1,54.4,2670,"ohc",4,140,"mpfi",3.76,3.16,8.0,120,5000,19,27,18280.0
17345.26772049958,"67",0,"mazda","rx","diesel","std",4,"sedan","rwd","front",104.9,175.0,66.1,54.4,2700,"ohc",4,134,"idi",3.43,3.64,22.0,72,4200,31,39,18344.0
27482.377739468164,"68",-1,"buick","electra","diesel","turbo",4,"sedan","rwd","front",110.0,190.9,70.3,56.5,3515,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,25552.0
27248.836920061654,"69",-1,"buick","century","diesel","turbo",4,"wagon","rwd","front",110.0,190.9,70.3,58.7,3750,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,28248.0
28357.7915676027,"70",0,"buick","century","diesel","turbo",2,"hardtop","rwd","front",106.7,187.5,70.3,54.9,3495,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,28176.0
30634.817529836244,"71",-1,"buick","skyhawk","diesel","turbo",4,"sedan","rwd","front",115.6,202.6,71.7,56.3,3770,"ohc",5,183,"idi",3.58,3.64,21.5,123,4350,22,25,31600.0
36086.65686189527,"72",-1,"buick","opel","gas","std",4,"sedan","rwd","front",115.6,202.6,71.7,56.5,3740,"ohcv",8,234,"mpfi",3.46,3.1,8.3,155,4750,16,18,34184.0
34907.739253634165,"73",3,"buick","skylark","gas","std",2,"convertible","rwd","front",96.6,180.3,70.5,50.8,3685,"ohcv",8,234,"mpfi",3.46,3.1,8.3,155,4750,16,18,35056.0
39495.68334905202,"74",0,"buick","century","gas","std",4,"sedan","rwd","front",120.9,208.1,71.7,56.7,3900,"ohcv",8,308,"mpfi",3.8,3.35,8.0,184,4500,14,16,40960.0
39687.28114644582,"75",1,"buick","regal","gas","std",2,"hardtop","rwd","front",112.0,199.2,72.0,55.4,3715,"ohcv",8,304,"mpfi",3.8,3.35,8.0,184,4500,14,16,45400.0
17265.657583126373,"76",1,"mercury","cougar","gas","turbo",2,"hatchback","rwd","front",102.7,178.4,68.0,54.8,2910,"ohc",4,140,"mpfi",3.78,3.12,8.0,175,5000,19,24,16503.0
6093.594366052694,"77",2,"mitsubishi","mirage","gas","std",2,"hatchback","fwd","front",93.7,157.3,64.4,50.8,1918,"ohc",4,92,"2bbl",2.97,3.23,9.4,68,5500,37,41,5389.0
6272.7202758579915,"78",2,"mitsubishi","lancer","gas","std",2,"hatchback","fwd","front",93.7,157.3,64.4,50.8,1944,"ohc",4,92,"2bbl",2.97,3.23,9.4,68,5500,31,38,6189.0
6393.741508462972,"79",2,"mitsubishi","outlander","gas","std",2,"hatchback","fwd","front",93.7,157.3,64.4,50.8,2004,"ohc",4,92,"2bbl",2.97,3.23,9.4,68,5500,31,38,6669.0
8008.238275328225,"80",1,"mitsubishi","g4","gas","turbo",2,"hatchback","fwd","front",93.0,157.3,63.8,50.8,2145,"ohc",4,98,"spdi",3.03,3.39,7.6,102,5500,24,30,7689.0
9703.401454137213,"81",3,"mitsubishi","mirage","gas","turbo",2,"hatchback","fwd","front",96.3,173.0,65.4,49.4,2370,"ohc",4,110,"spdi",3.17,3.46,7.5,116,5500,23,30,9959.0
8359.224206426687,"82",3,"mitsubishi","g4","gas","std",2,"hatchback","fwd","front",96.3,173.0,65.4,49.4,2328,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,25,32,8499.0
13188.46276489789,"83",3,"mitsubishi","outlander","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2833,"ohc",4,156,"spdi",3.58,3.86,7.0,145,5000,19,24,12629.0
14054.927792379207,"84",3,"mitsubishi","g4","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2921,"ohc",4,156,"spdi",3.59,3.86,7.0,145,5000,19,24,14869.0
14173.47750932867,"85",3,"mitsubishi","mirage","gas","turbo",2,"hatchback","fwd","front",95.9,173.2,66.3,50.2,2926,"ohc",4,156,"spdi",3.59,3.86,7.0,145,5000,19,24,14489.0
7844.821752288884,"86",1,"mitsubishi","montero","gas","std",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2365,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,25,32,6989.0
8317.472661712713,"87",1,"mitsubishi","pajero","gas","std",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2405,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,25,32,8189.0
9336.964254425413,"88",1,"mitsubishi","outlander","gas","turbo",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2403,"ohc",4,110,"spdi",3.17,3.46,7.5,116,5500,23,30,9279.0
9336.964254425413,"89",-1,"mitsubishi","mirage","gas","std",4,"sedan","fwd","front",96.3,172.4,65.4,51.6,2403,"ohc",4,110,"spdi",3.17,3.46,7.5,116,5500,23,30,9279.0
6938.707660177297,"90",1,"nissan","versa","gas","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,1889,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,5499.0
7447.50222251708,"91",1,"nissan","gt","diesel","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,2017,"ohc",4,103,"idi",2.99,3.47,21.9,55,4800,45,50,7099.0
6938.707660177297,"92",1,"nissan","rogue","gas","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,1918,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,6649.0
6990.964840510434,"93",1,"nissan","latio","gas","std",4,"sedan","fwd","front",94.5,165.3,63.8,54.5,1938,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,6849.0
7435.006415465421,"94",1,"nissan","titan","gas","std",4,"wagon","fwd","front",94.5,170.2,63.8,53.5,2024,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7349.0
7091.502887228078,"95",1,"nissan","leaf","gas","std",2,"sedan","fwd","front",94.5,165.3,63.8,54.5,1951,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7299.0
6987.529690483159,"96",1,"nissan","juke","gas","std",2,"hatchback","fwd","front",94.5,165.6,63.8,53.3,2028,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7799.0
7111.986073115415,"97",1,"nissan","latio","gas","std",4,"sedan","fwd","front",94.5,165.3,63.8,54.5,1971,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7499.0
7435.006415465421,"98",1,"nissan","note","gas","std",4,"wagon","fwd","front",94.5,170.2,63.8,53.5,2037,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7999.0
7968.365685024804,"99",2,"nissan","clipper","gas","std",2,"hardtop","fwd","front",95.1,162.4,63.8,53.3,2008,"ohc",4,97,"2bbl",3.15,3.29,9.4,69,5200,31,37,8249.0
8963.531195142812,"100",0,"nissan","rogue","gas","std",4,"hatchback","fwd","front",97.2,173.4,65.2,54.7,2324,"ohc",4,120,"2bbl",3.33,3.47,8.5,97,5200,27,34,8949.0
8942.575171449727,"101",0,"nissan","nv200","gas","std",4,"sedan","fwd","front",97.2,173.4,65.2,54.7,2302,"ohc",4,120,"2bbl",3.33,3.47,8.5,97,5200,27,34,9549.0
13844.97084349165,"102",0,"nissan","dayz","gas","std",4,"sedan","fwd","front",100.4,181.7,66.5,55.1,3095,"ohcv",6,181,"mpfi",3.43,3.27,9.0,152,5200,17,22,13499.0
14263.67876058588,"103",0,"nissan","fuga","gas","std",4,"wagon","fwd","front",100.4,184.6,66.5,56.1,3296,"ohcv",6,181,"mpfi",3.43,3.27,9.0,152,5200,17,22,14399.0
14583.699075547553,"104",0,"nissan","otti","gas","std",4,"sedan","fwd","front",100.4,184.6,66.5,55.1,3060,"ohcv",6,181,"mpfi",3.43,3.27,9.0,152,5200,19,25,13499.0
17725.292062697506,"105",3,"nissan","teana","gas","std",2,"hatchback","rwd","front",91.3,170.7,67.9,49.7,3071,"ohcv",6,181,"mpfi",3.43,3.27,9.0,160,5200,19,25,17199.0
19435.240684667177,"106",3,"nissan","kicks","gas","turbo",2,"hatchback","rwd","front",91.3,170.7,67.9,49.7,3139,"ohcv",6,181,"mpfi",3.43,3.27,7.8,200,5200,17,23,19699.0
17482.48443120489,"107",1,"nissan","clipper","gas","std",2,"hatchback","rwd","front",99.2,178.5,67.9,49.7,3139,"ohcv",6,181,"mpfi",3.43,3.27,9.0,160,5200,19,25,18399.0
13266.91670016343,"108",0,"peugeot","504","gas","std",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3020,"l",4,120,"mpfi",3.46,3.19,8.4,97,5000,19,24,11900.0
15635.046760478563,"109",0,"peugeot","304","diesel","turbo",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3197,"l",4,152,"idi",3.7,3.52,21.0,95,4150,28,33,13200.0
14464.477645078248,"110",0,"peugeot","504","gas","std",4,"wagon","rwd","front",114.2,198.9,68.4,58.7,3230,"l",4,120,"mpfi",3.46,3.19,8.4,97,5000,19,24,12440.0
16124.867150822229,"111",0,"peugeot","504","diesel","turbo",4,"wagon","rwd","front",114.2,198.9,68.4,58.7,3430,"l",4,152,"idi",3.7,3.52,21.0,95,4150,25,25,13860.0
15774.0464170366,"112",0,"peugeot","504","gas","std",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3075,"l",4,120,"mpfi",3.46,2.19,8.4,95,5000,19,24,15580.0
16419.211311259813,"113",0,"peugeot","604sl","diesel","turbo",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3252,"l",4,152,"idi",3.7,3.52,21.0,95,4150,28,33,16900.0
15435.770404973573,"114",0,"peugeot","504","gas","std",4,"wagon","rwd","front",114.2,198.9,68.4,56.7,3285,"l",4,120,"mpfi",3.46,2.19,8.4,95,5000,19,24,16695.0
16124.867150822229,"115",0,"peugeot","505s","diesel","turbo",4,"wagon","rwd","front",114.2,198.9,68.4,58.7,3485,"l",4,152,"idi",3.7,3.52,21.0,95,4150,25,25,17075.0
15354.863158979959,"116",0,"peugeot","504","gas","std",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3075,"l",4,120,"mpfi",3.46,3.19,8.4,97,5000,19,24,16630.0
16419.211311259813,"117",0,"peugeot","504","diesel","turbo",4,"sedan","rwd","front",107.9,186.7,68.4,56.7,3252,"l",4,152,"idi",3.7,3.52,21.0,95,4150,28,33,17950.0
18125.46485477457,"118",0,"peugeot","604sl","gas","turbo",4,"sedan","rwd","front",108.0,186.7,68.3,56.0,3130,"l",4,134,"mpfi",3.61,3.21,7.0,142,5600,18,24,18150.0
6015.864974954671,"119",1,"plymouth","fury","gas","std",2,"hatchback","fwd","front",93.7,157.3,63.8,50.8,1918,"ohc",4,90,"2bbl",2.97,3.23,9.4,68,5500,37,41,5572.0
7824.363733091897,"120",1,"plymouth","cricket","gas","turbo",2,"hatchback","fwd","front",93.7,157.3,63.8,50.8,2128,"ohc",4,98,"spdi",3.03,3.39,7.6,102,5500,24,30,7957.0
6316.0121173649495,"121",1,"plymouth","fury","gas","std",4,"hatchback","fwd","front",93.7,157.3,63.8,50.6,1967,"ohc",4,90,"2bbl",2.97,3.23,9.4,68,5500,31,38,6229.0
7130.860901454038,"122",1,"plymouth","satellite","gas","std",4,"sedan","fwd","front",93.7,167.3,63.8,50.8,1989,"ohc",4,90,"2bbl",2.97,3.23,9.4,68,5500,31,38,6692.0
7466.24954281146,"123",1,"plymouth","fury","gas","std",4,"sedan","fwd","front",93.7,167.3,63.8,50.8,2191,"ohc",4,98,"2bbl",2.97,3.23,9.4,68,5500,31,38,7609.0
8756.222009339876,"124",-1,"plymouth","valiant","gas","std",4,"wagon","fwd","front",103.3,174.6,64.6,59.8,2535,"ohc",4,122,"2bbl",3.35,3.46,8.5,88,5000,24,30,8921.0
13516.073198237962,"125",3,"plymouth","duster","gas","turbo",2,"hatchback","rwd","front",95.9,173.2,66.3,50.2,2818,"ohc",4,156,"spdi",3.59,3.86,7.0,145,5000,19,24,12764.0
20592.338948675937,"126",3,"porsche","macan","gas","std",2,"hatchback","rwd","front",94.5,168.9,68.3,50.2,2778,"ohc",4,151,"mpfi",3.94,3.11,9.5,143,5500,19,27,22018.0
34080.41412512357,"127",3,"porsche","panamera","gas","std",2,"hardtop","rwd","rear",89.5,168.9,65.0,51.6,2756,"ohcf",6,194,"mpfi",3.74,2.9,9.5,207,5900,17,25,32528.0
34080.41412512357,"128",3,"porsche","cayenne","gas","std",2,"hardtop","rwd","rear",89.5,168.9,65.0,51.6,2756,"ohcf",6,194,"mpfi",3.74,2.9,9.5,207,5900,17,25,34028.0
35260.56148401792,"129",3,"porsche","boxter","gas","std",2,"convertible","rwd","rear",89.5,168.9,65.0,51.6,2800,"ohcf",6,194,"mpfi",3.74,2.9,9.5,207,5900,17,25,37028.0
32758.593822875566,"130",1,"porsche","cayenne","gas","std",2,"hatchback","rwd","front",98.4,175.7,72.3,50.5,3366,"dohcv",8,203,"mpfi",3.94,3.11,10.0,288,5750,17,28,31400.5
9798.875110962934,"131",0,"renault","12tl","gas","std",4,"wagon","fwd","front",96.1,181.5,66.5,55.2,2579,"ohc",4,132,"mpfi",3.46,3.9,8.7,90,5100,23,31,9295.0
9940.265630343503,"132",2,"renault","5","gas","std",2,"hatchback","fwd","front",96.1,176.8,66.6,50.5,2460,"ohc",4,132,"mpfi",3.46,3.9,8.7,90,5100,23,31,9895.0
12796.20917651946,"133",3,"saab","99e","gas","std",2,"hatchback","fwd","front",99.1,186.6,66.5,56.1,2658,"ohc",4,121,"mpfi",3.54,3.07,9.31,110,5250,21,28,11850.0
13441.94645784194,"134",2,"saab","99le","gas","std",4,"sedan","fwd","front",99.1,186.6,66.5,56.1,2695,"ohc",4,121,"mpfi",3.54,3.07,9.3,110,5250,21,28,12170.0
13932.29832730586,"135",3,"saab","99le","gas","std",2,"hatchback","fwd","front",99.1,186.6,66.5,56.1,2707,"ohc",4,121,"mpfi",2.54,2.07,9.3,110,5250,21,28,15040.0
14384.297114828176,"136",2,"saab","99gle","gas","std",4,"sedan","fwd","front",99.1,186.6,66.5,56.1,2758,"ohc",4,121,"mpfi",3.54,3.07,9.3,110,5250,21,28,15510.0
